Item ID,Title,Price,Currency,Condition,Item URL,Image URL,Seller Username,Seller Feedback %,Seller Feedback Score,Shipping Cost,Shipping Currency,Original Price,Discount Percentage,Discount Amount,Categories,Country
v1|267163675333|0,Desktop PC i5-9400F 8GB RAM 250GB SSD GTX 1030 Windows 11 PRO,239.33,EUR,Used,https://www.ebay.at/itm/267163675333?_skw=computer&hash=item3e34322ac5:g:V8EAAOSwU8dntSVi,https://i.ebayimg.com/images/g/V8EAAOSwU8dntSVi/s-l225.jpg,aoluha,100.0,324,80.90,EUR,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Austria
v1|196843985274|0,"PC Fujitsu Esprimo P557 E90+ Desktop PC i3-6100U, 8GB, 256GB SSD, Windows 10 Pro",43.99,EUR,Gebraucht,https://www.ebay.at/itm/196843985274?_skw=computer&hash=item2dd4d0d97a:g:zCgAAOSwRQZnQyJc,https://i.ebayimg.com/images/g/zCgAAOSwRQZnQyJc/s-l225.jpg,thorsten-barysch,100.0,129,22.90,EUR,,,,"PC Desktops & All-in-Ones, Computer, Tablets & Netzwerk, Desktops & All-in-One-PCs",eBay Austria
v1|186947973209|0,Mini PC Lenovo M715Q AMD Ryzen 3 PRO 8GB DDR4 SSD 256GB Computer Windows 11 PRO,129.90,EUR,Eccellente - Ricondizionato,https://www.ebay.at/itm/186947973209?_skw=computer&hash=item2b86f7b059:g:MJYAAOSwWT5nrHx6,https://i.ebayimg.com/images/g/MJYAAOSwWT5nrHx6/s-l225.jpg,fusion-computer,100.0,3982,39.90,EUR,,,,"Desktop PC, Informatica, Desktop",eBay Austria
v1|364191094236|0,Mini PC Computer Desktop Ricondizionato Dell i5 Ram 8GB SSD 240GB Windows 10 Pro,149.99,EUR,Eccellente - Ricondizionato,https://www.ebay.at/itm/364191094236?_skw=computer&hash=item54cb7b15dc:g:B0gAAOSw92lkGxpc,https://i.ebayimg.com/images/g/B0gAAOSw92lkGxpc/s-l225.jpg,alberto_giordano,99.3,89983,0.00,EUR,,,,"Desktop PC, Informatica, Desktop",eBay Austria
v1|364108572722|0,PC Computer Fisso Desktop Ricondizionato Grado B HP i7 Ram 8GB SSD 240GB WiN10,144.90,EUR,Buono - Ricondizionato,https://www.ebay.at/itm/364108572722?_skw=computer&hash=item54c68fe832:g:HEMAAOSwH9NjZRrK,https://i.ebayimg.com/images/g/HEMAAOSwH9NjZRrK/s-l225.jpg,alberto_giordano,99.3,89983,0.00,EUR,,,,"Desktop PC, Informatica, Desktop",eBay Austria
v1|365118701711|0,Mini PC HP Computer Desktop Ricondizionato i3 Ram 8GB SSD 240GB Windows 10 Pro,114.90,EUR,Eccellente - Ricondizionato,https://www.ebay.at/itm/365118701711?_skw=computer&hash=item5502c5408f:g:sxQAAOSwGWRm5A0b,https://i.ebayimg.com/images/g/sxQAAOSwGWRm5A0b/s-l225.jpg,alberto_giordano,99.3,89983,0.00,EUR,,,,"Desktop PC, Informatica, Desktop",eBay Austria
v1|326450365025|0,IBM LENOVO THINKCENTRE M710e i3 7100 COMPUTER PC WINDOWS 10 240GB SSD 8GB RS-232,109.80,EUR,Gebraucht,https://www.ebay.at/itm/326450365025?_skw=computer&hash=item4c01f54261:g:vxMAAOSw3W1ntM0-,https://i.ebayimg.com/images/g/vxMAAOSw3W1ntM0-/s-l225.jpg,speedhelp,99.3,8037,19.80,EUR,,,,"PC Desktops & All-in-Ones, Computer, Tablets & Netzwerk, Desktops & All-in-One-PCs",eBay Austria
v1|194383433114|0,Pc Desktop Computer Assemblato Core i7-3770 Ram 16Gb SSD 480Gb Windows 10 Pro,249.99,EUR,Nuovo,https://www.ebay.at/itm/194383433114?_skw=computer&hash=item2d4227cd9a:g:cwsAAOSwqFRmRhBd,https://i.ebayimg.com/images/g/cwsAAOSwqFRmRhBd/s-l225.jpg,alberto_giordano,99.3,89983,0.00,EUR,299.90,17,49.91,"Desktop PC, Informatica, Desktop",eBay Austria
v1|266754834180|0,HP i5 WINDOWS XP 32 bit PORTA COM SERIALE 4GB COMPUTER con CD INSTALLAZIONE,115.00,EUR,Eccellente - Ricondizionato,https://www.ebay.at/itm/266754834180?_skw=computer&hash=item3e1bd3bf04:g:ZuEAAOSwUINmBSwT&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UYN1qRAx1lDlP5vDSoSsml9tXp24OpMldWZiy6yDQeuP9odeKp1e3uonVn4smPzUQV%2FkL1LI2o1rtDs8F%2Bjw4Ish05sFTmB57hqZYaK82Avvd%2BIkY%2BTd5RLpJC%2BeHLxbhnRivj5WdqslMZemk0O7THqPeiXSdHoEoo19thGdWvmh9DkyzbeEHdEcvyGQNTeQm6ZcRFlADtVsw%2B%2BwynHIzc%2B3Yk3dkeltEEJY79lVPWxUHhXl0E8qRsu0NdvpbQsMljbSlVYx0bk9fKId3qCq3XR,https://i.ebayimg.com/images/g/ZuEAAOSwUINmBSwT/s-l225.jpg,ciselettronic,97.8,1585,45.00,EUR,,,,"Desktop PC, Informatica, Desktop",eBay Austria
v1|256064225054|0,Computer mini pc intel core i5 7400t 8gb minipc ssd desktop wifi windows 11 4k,184.00,EUR,Molto buono - Ricondizionato,https://www.ebay.at/itm/256064225054?_skw=computer&hash=item3b9e9dff1e:g:CE0AAOSwroJkU3I2&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UYWBL6sENeTbkVT9foDaLk4OeJ7w3MEAvWXJVFR3IzqcY7ZC0Nayj5t5nYVC9GNi%2B3itdlHa5AYCSUt06Qgwwa%2FFgcGyGCbNBD5xcpK3nN09tHw4k%2FqY5XkpOl2wqv%2Fj6pNHjQoi34mfFs3zS%2FAq6Bs4PeTe75lPsV%2FQZU%2Fj4Ciby2TpxuVHU2Vn0vgmy265OUt4ArUdIfQ0kX5KaAVhf9VRi24JXDlNFp69CxT6E2JJNFNF79%2FUByRniMHIWZbFeN8%2FJqbO8UZDG71agCSza1%2F,https://i.ebayimg.com/images/g/CE0AAOSwroJkU3I2/s-l225.jpg,missdata_computer_shop,99.4,6710,25.00,EUR,199.00,8,15.00,"Desktop PC, Thin Client, Informatica, Desktop, Networking e server enterprise, Server, client e terminal",eBay Austria
v1|365206745206|634870884340,"DELL Desktop Computer PC i7, up to 64GB RAM, 8TB SSD, Windows 10/11 Pro, WiFi BT",313.95,USD,Excellent - Refurbished,https://www.ebay.com/itm/365206745206?_skw=computer&hash=item550804b076:g:y9QAAOSwm8xnRg-R&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UYAP3jnzqKgmCWTGA9B3%2BY0mF9%2F5xDvyWYtodS0Ade8QMJI%2F%2B5jYLfWS56%2BGQkMzYgb%2BuuUXDThr7gB0KZXH%2BxrJdRFoIw26d6ZUzZBjc4PxaFQwZRnnEK6Jd94TXkEMRyNCzLpQqGdzJkJQ40B%2BjjBlf29LN0TT3PGiJh3ExPdhxChMrXUvt3Xe8lQB9Az5AjU%2BCHVHb74K5u2sg8uGoI5b2gy%2BwGLgREUii8XiujjwPIEeeh%2BxSCmLv8AWECh%2FWLriPVyOgmPOqGRnpBxoCme,https://i.ebayimg.com/images/g/y9QAAOSwm8xnRg-R/s-l225.jpg,kenji2007,99.3,2234,51.66,USD,1495.00,79,1181.05,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|365297986474|635060753605,"DELL Desktop Computer PC i7, up to 64GB RAM 16TB SSD/HDD, Windows 10/11, WiFi BT",340.20,USD,Excellent - Refurbished,https://www.ebay.com/itm/365297986474?_skw=computer&hash=item550d74ebaa:g:~ewAAOSwzLlnZd~Q&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UY%2BRFqpb3sd1CG%2BAta%2Bv2q0MyP1NA2ueX1oYEbDewf1u464CIh7%2FFcYPRqkBe5ooHW46rSoq9w0VqrfHBz%2F7PbqFn%2BXcoEBPC79SsqNudStEzQyb0oWjS3ujWDzp4YLo1zyKVokJs8fWkxMxwXBIlEnBlHyQvLCWpD1Egd9vW7q3xyGiuxx0rmlNQjgMiD0MRvGG4qam2ptSrEedSrxIyfRog%2FnYuryajLxxiaekoPjSUnKk5R%2Fa0Hh%2BEhCdtviAEYAz6h4V%2BMFzn%2Bm0XdRqEWh,https://i.ebayimg.com/images/g/~ewAAOSwzLlnZd~Q/s-l225.jpg,kenji2007,99.3,2234,52.52,USD,1620.00,79,1279.80,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|304762827171|604834059783,"Dell Desktop Computer PC i7, up to 64GB RAM, 4TB SSD, Windows 11/10 Pro, WiFi BT",280.57,USD,Excellent - Refurbished,https://www.ebay.com/itm/304762827171?_skw=computer&hash=item46f547b1a3:g:79kAAOSwcTxntOEE&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UYRW07EA25PWFlFe%2FAxe6iQ47Hw2%2Ft5HXsNKphqNjkhsJgl0tULu92HzeGfXd%2FQApIcrjJ82TwE%2FPla1wbOF39K81q72hCOggB2IwK9zfIyc3BhZi%2FMZMXt7uKVlgwhUVqiye6N5h1gMhCe%2FqJKjto8OEytD4jro2VKOzTdcBHJf3%2FC1Z5syfLLbNVUeT%2F6Of648LrPDOAWIQpDHc%2FGk19h2ytqkbFfdz8bSzy59r0rnpOxAmqjEfOf0Arbl6q66Y%2FV8DzK1F0Ay%2FqQmpe3eDwW,https://i.ebayimg.com/images/g/79kAAOSwcTxntOEE/s-l225.jpg,tech_leaf,100.0,14783,56.91,USD,1402.87,80,1122.30,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|304029933336|604571493391,"Dell Desktop Computer PC i7, up to 32GB RAM, 3TB SSD, Windows 11/10 Pro, WiFi BT",258.35,USD,Very Good - Refurbished,https://www.ebay.com/itm/304029933336?_skw=computer&hash=item46c9989f18:g:RpIAAOSw669nqa6H&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UZN07EVw4KLHrP5zRav6GWAo4jUSDk30I96NR4aIEEbz1W%2FxWBn9T0ffgNa%2BO%2FemBbWiSHs9ojYGBrB9Ho6SaBvxqtuD9e%2BrUbbhKExXHAxo1j15rHtKH%2Bhd1yVCxA%2BVk6wy6XU17CWoCa3y%2FQULKE0DXfS5CwIjxe5EFsfgNxkL6LRN1aX5gIisIS5NWgxNKLmvN%2B7EOJyI6qL8f4kVNlx6qfz%2BPlqhH55Wsr7qOiegKLh5DVTL7d1OBerPvhUWyMOBvL%2FRL%2BYuIfXsmzg5mJM,https://i.ebayimg.com/images/g/RpIAAOSw669nqa6H/s-l225.jpg,tech_leaf,100.0,14783,64.83,USD,1291.76,80,1033.41,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|266994538992|566731923722,Lenovo Desktop i5 Computer Mini Pc Up To 32GB RAM 1TB SSD Windows 10 Pro Wi-Fi,119.18,USD,Very Good - Refurbished,https://www.ebay.com/itm/266994538992?_skw=computer&hash=item3e2a1d59f0:g:bj0AAOSw5WtnqoBs,https://i.ebayimg.com/images/g/bj0AAOSw5WtnqoBs/s-l225.jpg,discountcomputerdepot,98.6,127319,30.04,USD,148.98,20,29.80,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|285789353494|587813249147,HP Desktop i5 Computer PC Tower Up To 32GB RAM 4TB SSD/HDD Windows 10 Pro Wi-Fi,75.18,USD,Very Good - Refurbished,https://www.ebay.com/itm/285789353494?_skw=computer&hash=item428a5f7616:g:GEEAAOSwcHJnokne,https://i.ebayimg.com/images/g/GEEAAOSwcHJnokne/s-l225.jpg,discountcomputerdepot,98.6,127319,85.98,USD,93.98,20,18.80,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|226477916688|525663890732,Gaming PC RGB Desktop Computer i7 32GB 1TB SSD 3TB HDD GTX 1070 WIFI WIN10,339.99,USD,Excellent - Refurbished,https://www.ebay.com/itm/226477916688?_skw=computer&hash=item34bb22c210:g:LPwAAOSwuNRnTiXA,https://i.ebayimg.com/images/g/LPwAAOSwuNRnTiXA/s-l225.jpg,evounic3,96.9,24433,89.65,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|176856813242|0,Dell Optiplex XE3 Tower Bare Bones,15.00,USD,Used,https://www.ebay.com/itm/176856813242?_skw=computer&hash=item292d7cceba:g:LK0AAOSwYr5ntPNi,https://i.ebayimg.com/images/g/LK0AAOSwYr5ntPNi/s-l225.jpg,my_bargain_man,100.0,604,58.22,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|235751694161|536111513935,Gaming PC RGB Desktop Computer i7 32GB  1TB SSD 2TB HDD RX 580 WIFI WIN10 PRO,249.99,USD,Excellent - Refurbished,https://www.ebay.com/itm/235751694161?_skw=computer&hash=item36e3e55f51:g:Tr0AAOSwMB9m7FjL,https://i.ebayimg.com/images/g/Tr0AAOSwMB9m7FjL/s-l225.jpg,wolftecinc,98.7,9026,91.66,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|286059104623|588160394725,Dell Windows 11 Pro Desktop Computer PC Up To i7 8th Gen. 32GB RAM 4TB SSD/HDD,117.58,USD,Excellent - Refurbished,https://www.ebay.com/itm/286059104623?_skw=computer&hash=item429a73896f:g:oIMAAOSwjcFm408f,https://i.ebayimg.com/images/g/oIMAAOSwjcFm408f/s-l225.jpg,discountcomputerdepot,98.6,127319,54.72,USD,146.98,20,29.40,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|276677591768|0,Custom Gaming PC Desktop Computer Intel i7 Core RTX 4060 SSD + 2TB HDD 32GB RAM,699.98,USD,New,https://www.ebay.com/itm/276677591768?_skw=computer&hash=item406b4502d8:g:BkMAAOSwz05nBqE1,https://i.ebayimg.com/images/g/BkMAAOSwz05nBqE1/s-l225.jpg,advancegamingpc,98.3,1396,174.25,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|256466597266|0,Dell Desktop Computer PC SFF Intel Processor 8GB RAM 500GB HDD Windows 10 Wi-Fi,74.98,USD,Excellent - Refurbished,https://www.ebay.com/itm/256466597266?_skw=computer&hash=item3bb699b592:g:7RQAAOSwaIlnbsM0,https://i.ebayimg.com/images/g/7RQAAOSwaIlnbsM0/s-l225.jpg,discountcomputerdepot,98.6,127319,53.33,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|395905270103|664578593546,"DELL Desktop Computer PC i7, up to 64GB RAM 17TB SSD/HDD, Windows 10/11, WiFi BT",149.00,USD,Excellent - Refurbished,https://www.ebay.com/itm/395905270103?_skw=computer&hash=item5c2dcb0157:g:sBIAAOSwTiZnawT6&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UabwzI3KJDYoUk1OnJho2Tkp988mniQgclZW8QsTHAlTEzQtHImS1ZXiV%2BtOaS3%2FErtsEzQgt6mkontHYjAKceu7An%2BNA3Ye8pbT152LgMEdyEwGgpfiJ1Bou9zVzEQkLnRBg2oxcDXmCWtWF%2B1LLh62zz%2Fm4Lpbhv41l735DIQbhcm6CG0T71scfP1nIt338Lb3IXxvsxn9Ssjz2nd08SaBkREltx%2FytU6ikiZni8YvV68CYqi%2FksuaW9AI5mEC7xHO2XOIn5yHgQa9hisIDBh,https://i.ebayimg.com/images/g/sBIAAOSwTiZnawT6/s-l225.jpg,cwl622,99.6,274,47.95,USD,709.52,79,560.52,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|365213672465|634885076936,"DELL Desktop Computer PC i7, up to 64GB RAM, 17TB SSD HDD, Windows 10/11 , WiFi",145.95,USD,Excellent - Refurbished,https://www.ebay.com/itm/365213672465?_skw=computer&hash=item55086e6411:g:GBEAAOSwuShnRNzE&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UZS15Cb2Z74IiyrZ2pl7MNGwRt5zl0UmAumKxifD%2FvPBq52aRQlcPcq9jcK6hZW2u%2FD%2BvO%2BGM6mE8wf1BNg2KmC4GS8JZdK%2BdQ%2FDZ9pDnHOpMxbQH%2BrTK5d9cnr%2B0hlcGT4vxf9V%2BVJkAae0HNtNmj%2FspdTn135N%2BTFocvjzF8tFFzIywiL3k1vNfP19ntN7IPyTZzTn4THI7FX6tbciUzkWtBI8inVJWowMOphEl6ED7bdvQxDgfbJgUTYh7HSbGX867o7IseELVxbo8X6Ta8z,https://i.ebayimg.com/images/g/GBEAAOSwuShnRNzE/s-l225.jpg,kenji2007,99.3,2234,46.20,USD,695.00,79,549.05,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|304041042675|604596401755,"Dell Desktop Computer PC i5, up to 32GB RAM, 3TB SSD, Windows 11/10 Pro WiFi",119.00,USD,Excellent - Refurbished,https://www.ebay.com/itm/304041042675?_skw=computer&hash=item46ca4222f3:g:8MIAAOSwQKpnrFd9&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UbBdfhIoHGmaI9qG2eyxQrxsqztuZI14LMqPmJVpqSqZ66z14DAjPzQv5caqcH1QSr2sWLQrkxVJlWj%2F6m3quuN1EcUb%2Bn0SqEnD5AHPvTRtQgdguyNqBhFaRMknx1zmXtlBE6ngFq2lKN36jd9pSg4GmVNHqI%2F8VB%2BbgZwJTCMsqxW3kb8%2F24max7YRah0xz10innyOIIPvvt%2FK4b%2BmCiGYRh04OqWDEaq9IAxymTVGeGgDr3FMQrGomHMcDbQ42P0iFhz6RneIBDrWxS0U3x4,https://i.ebayimg.com/images/g/8MIAAOSwQKpnrFd9/s-l225.jpg,tech_leaf,100.0,14783,46.98,USD,595.00,80,476.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|396131452006|664817109730,"Lenovo Micro Desktop Computer PC, Up to 16 GB RAM 1TB SSD, Windows 11/10 WiFi",99.00,USD,Excellent - Refurbished,https://www.ebay.com/itm/396131452006?_skw=computer&hash=item5c3b464466:g:CMAAAOSwwdZnislv&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UY388UOgBUQi8YQYoKEHiCwhtoof6zdkQtz9eUVlz1O2nFtiOkBCbkPpzRmhaySG6VDhUBQm9aUX1RbQj31C31zjEZOVetMxbNTJYJlK4IsKlAxtw0Mn4ubBR3FQwW75JsjDQ2RN5RT1%2FkiZ3%2B73z7huwxpD1HQZ7jWNRWDEKt1rncp%2BDJeo9vRGVxzrmDjStYbYZkPFlKNUJ0EKyidD4yjBoXxeoVYHTTbVnCoL35txJNG8zauO6U%2FhWW0J0vW2IoWPSnNSPQExoE36TnnE5zK,https://i.ebayimg.com/images/g/CMAAAOSwwdZnislv/s-l225.jpg,cwl622,99.6,274,28.90,USD,198.00,50,99.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|256644193567|556932560751,Dell Desktop i5 Tower Computer PC Up To 32GB RAM 4TB SSD/HDD Windows 10 Pro WiFi,75.98,USD,Very Good - Refurbished,https://www.ebay.com/itm/256644193567?_skw=computer&hash=item3bc12f9d1f:g:2GkAAOSwBJNnqnDX,https://i.ebayimg.com/images/g/2GkAAOSwBJNnqnDX/s-l225.jpg,discountcomputerdepot,98.6,127319,86.00,USD,94.98,20,19.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|356557800464|0,HP ProDesk 400 G4 SFF Desktop Barebone✅No RAM CPU SSD ✅,24.95,USD,Used,https://www.ebay.com/itm/356557800464?_skw=computer&hash=item5304804410:g:~XoAAOSwrc1nR3kS,https://i.ebayimg.com/images/g/~XoAAOSwrc1nR3kS/s-l225.jpg,data_inc,99.5,8739,38.07,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|365077611889|634721551961,"HP Mini Desktop Computer PC i7, up to 32GB RAM 1TB M.2 SSD,  Windows 11/10, WiFi",144.00,USD,Excellent - Refurbished,https://www.ebay.com/itm/365077611889?_skw=computer&hash=item5500524571:g:ZrAAAOSwYkFnBs2-,https://i.ebayimg.com/images/g/ZrAAAOSwYkFnBs2-/s-l225.jpg,kenji2007,99.3,2234,36.46,USD,720.00,80,576.00,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|356540409429|0,Dell OptiPlex 7050 Micro Tower PC Computer i5-7500T 2.50GHz 8GB WIFI + Adapter#2,71.00,USD,Used,https://www.ebay.com/itm/356540409429?_skw=computer&hash=item530376e655:g:RzAAAOSwQbZnpKOD,https://i.ebayimg.com/images/g/RzAAAOSwQbZnpKOD/s-l225.jpg,technow20,95.8,1158,45.42,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|135500435381|434868305083,Custom Build ARGB Gaming Desktop Computer i7 PC 32GB RAM 1TB SSD NVIDIA GTX W11,259.97,USD,Open box,https://www.ebay.com/itm/135500435381?_skw=computer&hash=item1f8c748fb5:g:3iUAAOSw3mBnrOc6,https://i.ebayimg.com/images/g/3iUAAOSw3mBnrOc6/s-l225.jpg,fti-laptop,97.8,1112,91.98,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|285956880482|0,Dell OptiPlex 3050 SFF Intel Core i5-7500 3.4GHz 8GB RAM No HDD No OS,67.35,USD,Used,https://www.ebay.com/itm/285956880482?_skw=computer&hash=item42945bb862:g:cBwAAOSwjvJmkUpc,https://i.ebayimg.com/images/g/cBwAAOSwjvJmkUpc/s-l225.jpg,discountcomputerdepot,98.6,127319,53.09,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|176856473241|0,HP ELITEDESK 800 G5 | I5-8500 3.00 GHZ | 16 GB RAM | 8GD53US#ABA | GRADE C,59.99,USD,Used,https://www.ebay.com/itm/176856473241?_skw=computer&hash=item292d779e99:g:OxkAAOSwdYhnrSyZ,https://i.ebayimg.com/images/g/OxkAAOSwdYhnrSyZ/s-l225.jpg,eco-computers,98.4,10994,65.24,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|235945067145|0,HP EliteDesk 800 G3 Desktop SFF Core i5-7600 3.5GHz 8GB RAM 500 GB HDD NO OS,74.99,USD,Used,https://www.ebay.com/itm/235945067145?_skw=computer&hash=item36ef6c0289:g:xdYAAOSwI6Jno8el,https://i.ebayimg.com/images/g/xdYAAOSwI6Jno8el/s-l225.jpg,sl.technology,99.4,10879,50.23,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|256681287606|557022873580,Dell Desktop i5 Computer Mini Pc Up To 32GB RAM 1TB SSD/HDD Windows 10 Pro Wi-Fi,125.26,USD,Very Good - Refurbished,https://www.ebay.com/itm/256681287606?_skw=computer&hash=item3bc3659fb6:g:bOYAAOSwhx5nmlFx,https://i.ebayimg.com/images/g/bOYAAOSwhx5nmlFx/s-l225.jpg,discountcomputerdepot,98.6,127319,32.38,USD,156.58,20,31.32,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|285978347860|588059408287,HP Desktop i5 Computer Mini Pc Up To 32GB RAM 1TB SSD/HDD Windows 10 Pro Wi-Fi,75.18,USD,Very Good - Refurbished,https://www.ebay.com/itm/285978347860?_skw=computer&hash=item4295a34954:g:9GwAAOSwIxtnL3dt,https://i.ebayimg.com/images/g/9GwAAOSwIxtnL3dt/s-l225.jpg,discountcomputerdepot,98.6,127319,53.34,USD,93.98,20,18.80,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|286152392552|0,"Dell OptiPlex 7040 Tower Intel Core i5-6500 3.2GHz 8GB RAM, No HDD, No O.S.",67.50,USD,Good - Refurbished,https://www.ebay.com/itm/286152392552?_skw=computer&hash=item42a002ff68:g:1rgAAOSwZYBnLhwu,https://i.ebayimg.com/images/g/1rgAAOSwZYBnLhwu/s-l225.jpg,discountcomputerdepot,98.6,127319,85.73,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|116265948671|416501793893,"New HP 24"" Touchscreen All In One Computer i3-1115G4 Up To 32GB & 2TB SSD Win 11",379.99,USD,Open box,https://www.ebay.com/itm/116265948671?_skw=computer&hash=item1b11fd95ff:g:TWcAAOSw2QlmXTVp,https://i.ebayimg.com/images/g/TWcAAOSw2QlmXTVp/s-l225.jpg,innovee.tech,99.0,22600,38.52,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
v1|296722292936|594673501982,"HP Desktop Computer PC i7, up to 32GB RAM, 3TB SSD, Windows 11/10 Pro, WiFi BT",289.99,USD,Certified - Refurbished,https://www.ebay.com/itm/296722292936?_skw=computer&hash=item451606e0c8:g:hIUAAOSw7qBnq3SI&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UbSM8rS1hsmZt1RlCeiQscpUPUxDU0y%2Fb7ZMN6J2neVvMtZlV7fJKidSgPis3OeDzElfoFynyXN1b%2FPDYjTRnOsuoqhe5ZX8jwHtIKLyWApu33ZDKFcHkUcxLYPOyqc3M1wqPms0YlT4yLkCkAxDAtB8UfRZyFZ7GjQN9UFv06ht3ftDOLTKtkMtn6M4SpUbeouwx4aTgCYEndP0aI4K4ox2Oyw2BfAf4AKk71SGiks1Ml7g%2BMzxymL02PXT18QvpMvT6R6v5q5Zn7FQfXXfp7t,https://i.ebayimg.com/images/g/hIUAAOSw7qBnq3SI/s-l225.jpg,norrios,97.5,1196,92.96,USD,,,,"PC Desktops & All-In-Ones, Computers/Tablets & Networking, Desktops & All-In-Ones",eBay Belgium (French)
